Post ID,Intl.,Entry type,Campaign Areas,Communities,Tags,Campaigning organizations (private),date,Clean Date (Based on original hiddne column),Actors: Divesters /  Endorsers / Previously Complicit / Not Previously Complicit,growth,Headline,Summary,Case source(s),Link(s) to mainstream media coverage (national or international),City,Countries,World Regions,“Quote” ,Author of Quote ,Affiliation of author,Quote Source,Type of loss,Loss (in millions USD),Photo(s) + source link,Other Multimedia,Imp. Level of Case,Did this success bring about the end of the campaign?,,
947,LN,Reaction,General,-,Governmental ,- ,24-02-2016,24-02-2016,-,3,UK anti-BDS Procurement law,"UK Government has issued a procurement policy note notifying public authorities that they will face civil court cases which could result in ""severe penalities"" if they continue procurement boycott on ethical grounds.  ",https://electronicintifada.net/blogs/asa-winstanley/uk-threatens-fine-town-halls-boycott-israel,http://www.independent.co.uk/news/uk/politics/boycott-israel-ban-bds-illegal-british-government-tories-palestine-procurement-a6879421.html,London,United Kingdom,Europe and Central Asia,The anti-boycott policies are attack on the rights of all local people and campaign groups across England,- ,Campaign Against the Arms trade,http://www.independent.co.uk/news/uk/politics/boycott-israel-ban-bds-illegal-british-government-tories-palestine-procurement-a6879421.html,- ,-,https://electronicintifada.net/blogs/asa-winstanley/uk-threatens-fine-town-halls-boycott-israel,-,2,0,,
95,RF,Success,Divestment,Student Solidarity,-,Scottish Palestine Solidarity Campaign,01-11-2008,01-11-2008,Napier University,1,"Education Institute of Scotland, Napier University branch, cancels Eden Springs contract","Napier University branch of the Education Institute of Scotland (EIS) passes a motion at its Annual Meeting to call for a cancellation of the university’s contract with Eden Springs, which profits from natural resources belonging to an occupied people in violation of international law and has a plant in the Golan Heights on Israeli-occupied Syrian land.",http://scottishpsc.org.uk/index.php?option=com_content&view=article&id=2518:campaign-update&catid=288&Itemid=200208,-,Edinburgh,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
950,LN,Success,General,Student Solidarity,- ,UCLU Friends of Palestine ,01-03-2016,01-03-2016,University College London Union,1,University College London Union votes to support BDS,"University College London Union (UCLU), whose members are elected by the student body, passed a motion to support BDS. This support includes public endorsements and to no longet stock products boycotted by the BDS movement in any union sales outlets.",https://bdsmovement.net/2016/university-college-london-union-votes-to-support-bds-13817#sthash.LNb69Rpn.dpuf,-,London ,United Kingdom,Europe and Central Asia,This is a tremendous victory for BDS at our campus. Well done to our BDS team for the motion!,-,UCL Friends of Palestine Twitter,https://twitter.com/UCLUFOP/status/707299623963107328,- ,-,-,-,3,0,,
955,RF,Success,General,-,-,-,09-03-2016,09-03-2016,The Home Office,2,G4S has lost 31 million pounds already on it's asylum seeker's contract with the Home Office,"G4S reveals the massive losses it is incurring for its asylum seeker contract with the Home Office. Additionally, if the Home Office chooses to extend the contract another two years it will incur even more losses. ",http://www.theguardian.com/uk-news/2016/mar/09/g4s-57m-loss-if-government-extends-asylum-seeker-housing-deal,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,1,0,,
957,RF,Success,Divestment,-,-,-,10-03-2016,10-03-2016,G4S,3,"G4S announces it will exit Israel, again",G4S reveals its intention sell off the entire Israel business with turnover of 100 million. This resulted after losing millions in contracts over the years due to it's role in human right abuses against Palestinians. The Financial Times referred to it as the company extracting itself from reputationally damaging work. ,https://bdsmovement.net/2016/g4s-announces-plans-to-exit-israel-13794,"http://www.ft.com/intl/cms/s/72789bbe-e5cf-11e5-bc31-138df2ae9ee6,Authorised=false.html?siteedition=intl&_i_location=http%3A%2F%2Fwww.ft.com%2Fcms%2Fs%2F0%2F72789bbe-e5cf-11e5-bc31-138df2ae9ee6.html%3Fsiteedition%3Dintl&_i_referer=&classification=conditional_standard&iab=barrier-app#axzz42RtbnhB2",London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,0,0,,
958,HK,Reaction,General,-,-,-,11-03-2016,11-03-2016,-,3,Woman arrested in France for T-shirt critical of Israel,"A female activist taking part in a march for International Women's Day in France was arrested for wearing a t-shirt that said ""Boycott Apartheid Israel"" by undercover cops in the march. ",https://electronicintifada.net/blogs/ali-abunimah/woman-arrested-france-t-shirt-critical-israel http://www.humanite.fr/une-militante-bds-arretee-pour-port-de-t-shirt-organisons-la-riposte-601371,-,Paris,France,Europe and Central Asia,-,-,-,-,-,-,https://electronicintifada.net/sites/default/files/styles/original_800w/public/2016-03/bds_france-airbnb_1.jpg?itok=44uU8Y2s&timestamp=1457826293,https://www.facebook.com/GenerationPalestine/posts/1079430118744598 https://www.youtube.com/watch?v=x1Jts8egotI,1,0,,
96,RF,Success,Divestment,Student Solidarity,-,Scottish Palestine Solidarity Campaign,01-11-2008,01-11-2008,Heriot Watt University,1,Heriot Watt University cancels its contract with Eden Springs,"Heriot Watt University in Scotland decides to terminate its contract with Eden Springs, which has operations on Israeli-occupied land in the Golan Heights and profits by exploiting the natural resources of an occupied people in violation of international law.",http://scottishpsc.org.uk/index.php?option=com_content&view=article&id=2518:campaign-update&catid=288&Itemid=200208,-,Edinburgh,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
960,HK ,Success,General,-,Governmental,-,16-03-2016,16-03-2016,Sweden,3,Sweden denies agreeing to publicly denounce BDS,The Swedish Foreign Ministry had to come out and deny that it agreed to publicly denounce BDS after Margot Wallstrom (Swedish Foreign Minister) and Tzipi Livni (Former Israeli foreign minister) met. This was due to Israeli media publishing a false account of the meeting.,https://electronicintifada.net/blogs/ali-abunimah/sweden-denies-israeli-claim-it-opposes-bds,-,Stockholm ,Sweden,Europe and Central Asia,-,-,-,-,-,-,https://electronicintifada.net/sites/default/files/styles/original_800w/public/2016-01/margot_wallstrom.jpg?itok=tBlBFp1Q&timestamp=1454079805,-,1,0,,
965,LN,Success,Divestment,-,"Settlements, UN ",-,24-03-2016,24-03-2016,United Nations ,3,UN Human Rights Council votes to establish database of settlement companies,"The United Nations Human Rights Council passed a resolution to ""produce a database of all business enterprises"" that operate in illegal Israeli settlements in the West Bank. ",https://bdsmovement.net/2016/un-human-rights-council-votes-to-establish-database-of-settlement-companies-13841,http://www.haaretz.com/israel-news/.premium-1.710796,Geneva,Switzerland,Europe and Central Asia,-,-,-,-,-,-,https://bdsmovement.net/2016/un-human-rights-council-votes-to-establish-database-of-settlement-companies-13841,-,3,0,,
968,LN,Success,General,- ,Governmental ,- ,26-03-2016,26-03-2016,Spanish city councils ,3,BDS motions pass in four Spanish municipalities  ,"The Spanish municipalities of Sant Sadurní d’Anoia, Sant Adrià de Besòs, Sant Quirze del Vallès and Buñol, which have a combined population of 72,000 residents, passed motions in support of the BDS movement. ",http://www.haaretz.com/israel-news/1.716489,- ,- ,Spain ,Europe and Central Asia,- ,- ,- ,- ,- ,- ,- ,- ,2,0,,
97,RF,Success,Divestment,Student Solidarity,-,Scottish Palestine Solidarity Campaign,01-11-2008,01-11-2008,St. Andrews University ,1,St. Andrews University students votes to cancel Eden Springs contract,"St. Andrews University Student Union votes to cancel the university’s contract with Eden Springs, a company based in Israeli-occupied land in the Golan Heights which exploits the resources of the occupied people for its own profit.",http://scottishpsc.org.uk/index.php?option=com_content&view=article&id=2518:campaign-update&catid=288&Itemid=200208,-,Edinburgh,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
974,HK,Success,General,Student Solidarity,-,-,01-04-2016,01-04-2016,*Italian students ,1,Italian students launch the “Studenti Contro Il Technion Campaign” to support BDS,"Carrying the spirit of the academic boycott of 168 Italian scholars to cut ties with Technion in Haifa, students on Italian campuses have launched the ""Studenti Contro Il Technion,"" during Israel Apartheid Week 2016. ",http://mondoweiss.net/2016/04/italian-students-launch-the-studenti-contro-il-technion-campaign-to-support-bds/?utm_content=bufferc8b76&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,-,-,Italy,Europe and Central Asia,-,-,-,-,-,-,https://stoptechnionitalia.files.wordpress.com/2016/04/iaw-torino4.jpg?w=700,-,,0,,
976,HK,Success,Academic Boycott,Student Solidarity,-,-,05-04-2016,05-04-2016,University of Edinburgh,1,University of Edinburgh students vote 62% for BDS,"The non-binding motion passed by the Edinburgh University Students Association called for an economic and academic boycott. The policy will apply for three years, after which another vote will have to be taken.",http://forward.com/news/breaking-news/337867/edinburgh-students-vote-62-for-bds/,-,Edinburgh,Scotland,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
98,RF,Success,Divestment,Student Solidarity,-,Scottish Palestine Solidarity Campaign,01-11-2008,01-11-2008,Stevenson College Edinburgh ,1,"Stevenson College, Edinburgh, cancels Eden Springs contract after BDS campaign","Stevenson College Edinburgh, one of the largest colleges in Scotland, terminates its contract with Eden Springs in response to student pressure to sever ties with the company due to its location on occupied land in the Golan Heights.",http://scottishpsc.org.uk/index.php?option=com_content&view=article&id=2742:israels-eden-springs-taking-hits-from-successful-boycott-campaign&catid=288&Itemid=200256,-,Edinburgh,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
982,HK,Success,General,-,-,-,08-04-2016,08-04-2016,School of Oriental and African Studies students ,1,Angry protests over SOAS director's meeting with Israel ambassador ,Students at London's School of Oriental and African Studies asked the Director to apologise to them because he met with Israel's ambassador to the UK Mark Regev. This was because the students had passed a BDS Resolution and wanted the Director of the school to respect their wishes.,https://electronicintifada.net/blogs/shahd-abusalama/students-protest-soas-directors-meeting-israeli-envoy,http://www.middleeasteye.net/news/soas-director-faces-protests-over-israel-ambassador-meeting-1318316347?utm_content=buffer9d52e&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,https://twitter.com/AmbMarkRegev/status/717741857141362688/photo/1?ref_src=twsrc%5Etfw,-,3,0,,
985,HK,Success,General,-,NGO,Amnesty International,12-04-2016,12-04-2016,Amnesty International,2,Amnesty International publishes a letter of support with Human Rights and BDS activists,In light of recent aggresive commentary against Palestinian Human Rights Defenders Amnesty International felt compelled to issue a letter of support. Asking for those issuing threats to be held accountable.,https://www.amnesty.org/en/documents/mde15/3824/2016/en/,-,London,United Kingdom,Europe and Central Asia,"Israel is routinely violating Palestinians’ rights to freedom of expression and freedom of association in the Occupied Palestinian Territories and are targeting Palestinian human rights defenders, including by arbitrary arrest and detention, imprisonment, injury and torture.",International Secretariat,Amnesty International ,https://www.amnesty.org/en/documents/mde15/3824/2016/en/,-,-,-,-,1,0,,
99,RF,Success,Consumer Boycott,-,"NGO, Settlements",-,01-11-2008,01-11-2008,Oxfam,1,Oxfam International calls for stronger labeling guidelines for settlement produce,"Global charity Oxfam targets products sold in British shops, labeled ""West Bank,"" implying Palestinian origin when these goods originate in illegal settlements, with spokesman Mike Bailey saying ""It’s wrong for goods to be stocked in British shops where consumers do not know the conditions or legality under which they were produced.""",http://www.independent.co.uk/news/world/middle-east/britain-to-crack-down-on-exports-from-israeli-settlements-986854.html,http://www.independent.co.uk/news/world/middle-east/britain-to-crack-down-on-exports-from-israeli-settlements-986854.html,Oxford,United Kingdom,Europe and Central Asia,It’s wrong for goods to be stocked in British shops where consumers do not know the conditions or legality under which they were produced,Mike Bailey,Spokesman ,http://www.independent.co.uk/news/world/middle-east/britain-to-crack-down-on-exports-from-israeli-settlements-986854.html,-,-,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Oxfam_International_logo.svg/800px-Oxfam_International_logo.svg.png,-,3,0,,
,LN,Success,"General,Divestment", - ,NGO ,"Boycott Israel Network,  No Borders UK",02-07-2012,02-07-2012,*Activists ,1 ,Activists occupy roof of G4S headquarters in West Sussex,"Activists from groups such as Boycott Israel Network and No Borders UK staged a rooftop occupation at the headquarters of G4S in West Sussex, protesting the companies illegal and immoral activities.  ",https://www.indymedia.org.uk/en/2012/07/497595.html,- ,West Sussex ,United Kingdom ,Europe and Central Asia,- ,-,-,-,-,-,https://www.indymedia.org.uk/images/2012/07/497596.jpg,-,3,0,,
,LN,Success,General,- ,NGO ,- ,24-01-2013,24-01-2013,*Civil society organizations ,1,"Civil society organizations nominate G4S for Public Eye’s World’s Worst Company Award over its role in Israel's illegal detention centers, torture facilities and prisons  ","Thousands of people worldwide voted for G4S in the Public Eye awards. The multinational came third in the people's choice category of the world's worst comapnies, behind Shell and Goldman Sachs. ",http://www.waronwant.org/media/g4s-joins-worlds-worst-company-hall-shame,- ,Davos,Germany ,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
,LN,Success,Divestment,- ,Governmental,- ,22-11-2015,22-11-2015,UK Labor Party ,3 ,UK Labor Party votes to end contract with G4S over its human rights abuses in Israel/Palestine ,The National Executive Commitee of the UK Labor Party voted to end its contract with G4S because of its unethical behavior in the Occupied Territories and elsewhere around the world as well.  ,https://business-humanrights.org/en/uk-labour-party-votes-to-end-contract-with-g4s-over-human-rights-concerns-regarding-services-it-provides-to-the-israeli-govt,http://www.jpost.com/Israel-News/Politics-And-Diplomacy/UKs-Labor-Party-boycotts-security-firm-with-business-ties-to-Israel-434900,London,United Kingdm ,Europe and Central Asia,[t]he decision to end the security contract with G4S was taken because of concerns that this company has acted unethically and has been found to be in breach of the human rights obligations of the OECD Guidelines for Multinational Companies.,Jennie Formby ,Member of Unite ,https://business-humanrights.org/en/uk-labour-party-votes-to-end-contract-with-g4s-over-human-rights-concerns-regarding-services-it-provides-to-the-israeli-govt,Contract cancelled,-,-,-,2,0,,
,LN,Reaction,General,- ,Governmental ,- ,17-02-2016,17-02-2016,Paris City Council ,3,Paris municipality passes anti-BDS resolutions,"The Paris City Council adopted two nonbinding resolutions condemning the BDS movement. One of the resolutions said the City of Paris ""opposes publicly all attempts to isolate Israel from the collective of nations,” while reaffirming the city's “commitment to the promotion of a peaceful solution to the Palestinian-Israel conflict.”",http://www.jpost.com/Diaspora/Paris-municipality-passes-anti-BDS-resolutions-445248,- ,Paris ,France ,Europe and Central Asia,- ,- ,- ,- ,-,-,-,-,2,0,,
,LN,Success,Cultural Boycott,- ,Music ,-,01-04-2016,01-04-2016,Independent Label Market ,1,Renowned international record fair backs cultural boycott of Israel ,"Independent Label Market, an international record fair, has refused to take its market to Tel Aviv, since it supports the cultural boycott of Israel. ",https://www.middleeastmonitor.com/20160401-renowned-international-record-fair-backs-cultural-boycott-of-israel/,- ,London,United Kingdom ,Europe and Central Asia,"I’m sure there would be potential for this in Tel Aviv, however we can’t bring ILM to Tel Aviv because we support the aims of the Palestinian-led cultural boycott.",Joe Daniel ,Independent Label Market co-founder ,https://www.middleeastmonitor.com/20160401-renowned-international-record-fair-backs-cultural-boycott-of-israel/,- ,-,-,-,3,0,,
,LN,Reaction,General,Student Solidarity,- ,- ,20-08-2016,20-08-2016,Leipzig Univeristy student council ,3,German University students declare BDS anti-Semitic ,"Students at Leipzig Univeristy passed an anti-BDS motion, claiming that the movement is anti-Semitic. The resolution was initiated after anthropologist Lori Allen held an event at Leipzig regarding her new book ""The Rise and Fall of Human Rights: Cynicism and Politics in Occupied Palestine."" ",http://www.jpost.com/Diaspora/German-University-students-declare-BDS-anti-Semitic-464596,- ,Leipzig ,Germany,Europe and Central Asia,- ,- ,- ,- ,- ,- ,-,-,3,0,,
,LN,Success,General,- ,Sports ,- ,22-08-2016,22-08-2016,Celtic FC fans ,2,Celtic fans raise Palestinian flags in solidarity during football match against Israeli club ,"During a Champions League football match between Celtic FC and the Israeli club Hapoel Be’er Sheva, Celtic fans held up Palestinian flags. Responding to Uefa's fine, Celtic fans around the world launched a #matchthefineforpalestine campaign, which has raised more than £100,000 for Palestinian charities. ",http://www.middleeasteye.net/columns/celtic-palestine-flag-uefa-football-club-fans-hapoel-beersheva-97957668,https://www.theguardian.com/football/2016/aug/23/celtic-fans-palestinian-flags-fundraising,Glasgow ,Scotland ,Europe and Central Asia,- ,- ,- ,- ,- ,- ,https://electronicintifada.net/sites/default/files/styles/original_800w/public/2016-08/rtrleight144290.jpg?itok=fttwAreA&timestamp=1471892040,- ,3,0,,
,LN,Success,Cultural Boycott,- ,"Music, Personality ",- ,03-09-2016,03-09-2016,"Boycott!, BDS Berlin ",1,Pro-BDS activists appeal to Blixa Bargeld and Teho Teardo to cancel concert in Tel Aviv ,Boycott!,"http://boycottisrael.info/node/271, http://bdsberlin.org/2016/09/03/open-letter-to-blixa-bargeld-and-teho-teardo-dont-play-in-apartheid-israel/",- ,Berlin ,Germany ,Europe and Central Asia,"By branding it as a “cool”, “liberal” and “cultural” city, Israel seeks to cover up its crimes against the Palestinians. Your performance in Tel Aviv and your reputation would be particularly valuable for brand Israel to disguise its crimes.",- ,Boycott from Within open letter ,http://boycottisrael.info/node/271,-,-,-,-,3,,,
,LN,Success,General,- ,Governmental ,Solidarity Network Against the Occupation of Palestine (RESCOP),08-09-2016,08-09-2016,Cadiz ,3,"Cadiz joins growing number of Spanish cities that are ""Free of Israeli Apartheid"" ","Cadiz, the provincial capital of the autonomous community of Andalusia, has passed a motion supporting the BDS movement and declaring itself an Israeli ""Apartheid Free Zone."" Cadiz joins more than 50 cities and towns in the Spanish state in the Israeli Apartheid Free Zone campaign, organized by Spanish NGO Solidarity Network Against the Occupation of Palestine (RESCOP). ",https://bdsmovement.net/news/dozens-spanish-cities-declaring-themselves-free-israeli-apartheid,- ,Cadiz ,Spain,Europe and Central Asia,-,-,-,-,-,-,https://bdsmovement.net/sites/default/files/santiago-new.jpg,-,2,0,,
,LN,Success,Cultural Boycott,- ,"Personality, Music",- ,08-09-2016,08-09-2016,Brian Eno ,2,Brian Eno refuses to let Israeli dance company use his music ,Composer and musician Brian Eno has denied permission for an Israeli dance company to use his music for a series of performances in Italy. Eno is a supporter of the BDS movement and is one of 1200 artists who have signed the Artists' Pledge for Palestine. ,https://www.theguardian.com/music/2016/sep/07/brian-eno-israeli-dance-company-batsheva-use-music#img-1,,Turin ,Italy ,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
,LN,Success,General,- ,Governmental,- ,09-09-2016,09-09-2016,Tunahan Kuzu,3,Dutch MP refuses to shake Netanyahu's hand ,"Tunahan Kuzu, a Dutch MP who was wearing a Palestinian flag pin, refused to shake Netanyahu's hand during his visit to the Dutch Parliament. More than 75,000 supporters of Palestine signed a petition urging sanctions against Israel, protested the Israeli Prime Minister's visit in the first place, and sent letters to lawmakers calling on them to skip the meeting in parliament. Additionally, Rik Grashoff, a lawmaker for the Green Left, refused to attend the meeting and called for sanctions against Israel. ",https://electronicintifada.net/blogs/adri-nieuwhof/netanyahu-war-criminal-says-former-dutch-pm,https://www.rt.com/news/358546-netanyahu-handshake-refused-kuzu/,The Hague ,Netherlands ,Europe and Central Asia,"While the streets of Gaza were red with the blood of children in the summer of 2014, the red carpets are being rolled out here. That doesn’t deserve a handshake but a reference to #FreePalestine.",Tunahan Kuzu,Dutch MP ,https://www.facebook.com/KiesKuzu/videos/1012132355552059/,- ,- ,https://twitter.com/OscarBergamin/status/773185874251091970/photo/1?ref_src=twsrc%5Etfw,https://twitter.com/ErnstLissauer/status/773433265671794688?ref_src=twsrc%5Etfw,1,0,,
,LN,Reaction,General,- ,Governmental ,-,22-09-2016,22-09-2016,Spanish court ,3,Spanish court freezes Ibiza BDS resolution ,"A Palma de Mallorca court issued an injunction, freezing Ibiza's decision to boycott Israel. ACOM, the pro-Israel lobby in Spain, exerted pressure on the court to intervene, as numerous city councils vote in favor of BDS across the country. ",http://www.jpost.com/Israel-News/Politics-And-Diplomacy/Spanish-court-freezes-Ibizas-BDS-resolution-against-Israel-468379,-,Ibiza ,Spain ,Europe and Central Asia,It is in Spain where court writs and judgments have laid the first founding stones of the legal reasoning that may bring the demise of the boycott campaign in Europe.,Ignacio Wenley Palacios,Head lawyer of ACOM,http://www.jpost.com/Israel-News/Politics-And-Diplomacy/Spanish-court-freezes-Ibizas-BDS-resolution-against-Israel-468379,-,-,-,-,2,0,,
,LN,Success,General,- ,Governmental ,- ,04-10-2016,04-10-2016,Derry and Strabane district council ,3,Irish district council of Derry and Strabane approved a motion to back BDS ,The Irish district council of Derry and Strabane approved a motion to back the BDS. The motion was proposed by Councilor Chirstopher Jackson of the Sinn Fein political party. ,http://www.jpost.com/Arab-Israeli-Conflict/Irish-councilor-calls-to-throw-out-iPads-in-wake-of-Israel-boycott-motion-469376,http://www.bbc.com/news/uk-northern-ireland-foyle-west-37549625,Derry and Strabane ,Ireland ,Europe and Central Asia,- ,-,-,-,- ,-,https://twitter.com/amanda_damanda/status/782000797802520576/photo/1,- ,2,0,,
,LN,Reaction,General,- ,Financial ,- ,05-10-2016,05-10-2016,Bank of Ireland ,2,The Bank of Ireland shuts down BDS account ,"The Bank of Ireland shut down the account of local BDS group, Ireland Palestinian Solidarity Campaign (IPSC). This was a surprising move given the country's relatively friendly stance on BDS. ","http://www.ynetnews.com/articles/0,7340,L-4862966,00.html",- ,Dublin ,Ireland,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
,LN,Reaction,General,- ,Governmental ,- ,05-10-2016,05-10-2016,Spanish High Court of the Asturias region ,3,Spanish High Court rules against BDS ,"In recent months, a number of local municipalities in Spain have passed pro-BDS resolutions. ACOM, a pro-Israel lobby group has been hard at work attempting to reverse these successes by swaying legistlators to outlaw local BDS efforts. The first Spanish High Court to intervene was that of the Asturias region, which declared a Langreo City Council agreement to boycott Israel illegal. ",http://www.jns.org/news-briefs/2016/6/2/spanish-court-invalidates-citys-bds-resolution-on-israel#.WAu1EZMrJsM,http://www.jpost.com/Israel-News/In-historic-decision-Spanish-High-Court-rules-against-BDS-469467,Asturias ,Spain ,Europe and Central Asia,"We have to create the opposite deterrence, letting them know that there are consequences for their actions... Otherwise they [BDS] will win.",Angel Mas,ACOM's president ,http://www.jpost.com/Israel-News/In-historic-decision-Spanish-High-Court-rules-against-BDS-469467,- ,-,- ,- ,1,0,,
1017,LN,Success,General,- ,,- ,01-06-2016,01-06-2016,BDS National Committee,1,"More than 23,000 people sign UN appeal on #RightToBoycott","The Palestinian BDS National Committee (BNC) organized an appeal urging the UN to take measures to protect the rights of Palestinians, Israelis and international human rights activists who use non-violent means to advocate for Palestinian rights, including the right to BDS. More than 23,000 people have signed the appeal. ",https://bdsmovement.net/news/more-23000-people-sign-un-appeal-righttoboycott,-,Geneva ,Switzerland ,Europe and Central Europe ,-,-,-,-,-,-,-,-,3,0,,
,LN,Success,General,Faith Based,- ,-,30-08-2016,30-08-2016,Church of Sweden ,1,Church of Sweden considers BDS ,"Two dioceses of the Church of Sweden sponsored a Kairos Palestine summer camp to consider ramping up the pressure on Israel by increasing the Church's support of and participation in the BDS movement. Even though it is no longer the state church, 63% of the country are members and it is an influential political force. ",http://mondoweiss.net/2016/08/explores-liberate-palestinians/,- ,- ,Sweden ,Europe and Central Europe ,BDS may be the only chance to liberate both Palestinians and Israeli Jews from the occupation.,Anna Karin Hammar ,Priest and sister of the Church's 40th Archbishop and Primate ,http://mondoweiss.net/2016/08/explores-liberate-palestinians/,- ,-,-,-,3 ,0,,
103,RF,Success,General,Trade Union,-,-,28-11-2008,28-11-2008,Movimento Dos Travalhadores Rurais Sem Terra (MST) Brazil’s Landless Workers Movement,1,Brazil's Landless Workers Movement endorses BDS on the International Day of Solidarity with the Palestinian People,"The Landless Worker's Momvement of Brazil issues a statement of support to Palestinian resistance,and the Palestinian BDS movement.",http://bdsmovement.net/2008/palestinian-strategic-paper-222,-,,Brazil,Latin Ameria and Caribbean,"In this conflict we stand with the Palestinian people and with their legitimate organizations, which demonstrate through their resistance against the oppressor, the path that will result in the freedom of the people and the land.",-,Landless Worker's Movement Spokesperson,-,-,-,http://earthfirstjournal.org/newswire/wp-content/uploads/sites/3/2014/03/logo-mst.gif,-,,,,
1067,RF,Success,General,- ,"Sports, Personality ",- ,21-08-2016,21-08-2016,Olympic athletes ,1,BDS arrives at the 2016 Olympics,"The sports boycott arrived at the 2016 Olympic Games in Rio, ushering a new milestone for the BDS movement. The three instances that have made mainstream news are Egyptian judoka Islam El-Shehaby's refusal to shake the hand of his Israeli competitor, Saudi judoka Joud Fahmy who withdrew from the competition to avoid competing against an Israeli athelete and the Lebanese team's refusal to allow Israeli athletes on to their bus on the way to the opening ceremony. Western commentators have ignored the historical and political context behind these actioms and labelled them as ""anti-Semitic.'",http://mondoweiss.net/2016/08/milestone-the-olympics/,- ,Rio de Janeiro ,Brazil ,Latin Ameria and Caribbean,"I have no problem with Jewish people or any other religion or different beliefs. But for personal reasons, you can’t ask me to shake the hand of anyone from this state, especially in front of the whole world. - See more at: http://mondoweiss.net/2016/08/milestone-the-olympics/#sthash.XFYppaza.dpuf",Islam El Shehaby ,Egyptian athlete ,http://mondoweiss.net/2016/08/milestone-the-olympics/,-,-,http://mondoweiss.net/wp-content/uploads/2016/08/islam-el-shehaby-2.jpg,- ,2,0,,
123,RF,Success,Sanctions,-,"Governmental, Gaza",-,09-01-2009,09-01-2009,Venezuela,3,Venezuela breaks diplomatic ties with Israel over Operation Cast Lead,"Venezuela breaks ties with the Israeli government over the 2008-09 Gaza offensive, the Foreign Ministry saying it is a response to ""…the cruel persecution of the Palestinian people, directed by Israeli authorities,"" which it calls ""state terrorism"".",http://www.aljazeera.com/news/americas/2009/01/200911536357502.html,http://www.aljazeera.com/news/americas/2009/01/200911536357502.html,Caracas,Venezuela,Latin Ameria and Caribbean,"Israel is participating in state terrorism against the most weak and innocent human beings: children, women and the aged",-,Venezuelan Foreign Ministry statement ,http://www.cnn.com/2009/WORLD/americas/01/14/bolivia.israel/,-,-,-,-,0,0,,
124,RF,Success,Sanctions,Faith Based,Governmental,-,09-01-2009,09-01-2009,Christianos de Base,1,Christianos de Base call on the Argentinian government to cut commercial ties with Israel,"The Christian ""base"" communities call on the government of Argentina to cut commercial relations with Israel and urge the MERCOSUR trading bloc to reject a free trade agreement between South American nations and Israel.",http://www.oikoumene.org/en/programmes/public-witness-addressing-power-affirming-peace/churches-in-the-middle-east/gaza-2009.html,-,Buenos Aires,Argentina,Latin Ameria and Caribbean,-,-,-,-,-,-,-,-,3,0,,
125,RF,Success,Sanctions,-,"Governmental, Gaza",-,09-01-2009,09-01-2009,Bolivia,3,Bolivia break off diplomatic relations with Israel,"On January 14, 2009, Bolivia breaks off diplomatic relations with Israel over the attacks on Gaza, and calls for Israeli leaders to be tried in the International Criminal Court for crimes against humanity.",http://www.mawovancouver.org/articles/mawo_newsletter_cubavenbol.html,"http://uk.reuters.com/article/2009/01/14/idUKN14457228
http://www.aljazeera.com/news/americas/2009/01/200911536357502.html",La Paz,Bolivia,Latin Ameria and Caribbean,"Considering these grave attacks against ... humanity, Bolivia will stop having diplomatic relations with Israel ",Evo Morales ,Bolivian President,http://www.aljazeera.com/news/americas/2009/01/200911536357502.html,-,-,http://www.noticiassin.com/wp-content/uploads/2015/02/Evo-Morales.jpg,-,0,0,,
176,RF,Success,Sanctions,-,Governmental,Adalah NY,15-09-2009,15-09-2009,Brazil Parliamentary Committee ,3,Brazil Parliamentary Committee proposes block to Free Trade Agreement,Brazil’s Chamber of Deputies Committee on Foreign Relations and National Defense recommends to the Congress not to ratify the free trade agreement between Mercosur and Israel until Israel accepts the creation of the Palestinian state.,http://www.globes.co.il/en/article-1000498606,-,Brasilia,Brazil,Latin Ameria and Caribbean,-,-,-,-,Contract cancelled,"1,400.00",-,-,2,0,,
243,RF,Success,Sanctions,-,"Governmental, Gaza",-,01-06-2010,01-06-2010,Government of Ecuador,3,Ecuador recalls ambassador after flotilla attack,Ecuador recalls its ambassador to Israel in protest against Israel’s attack on the Gaza aid flotilla.,http://www.jpost.com/Breaking-News/Ecuador-recalls-Ambassador-over-flotilla-raid,-,Quito,Ecuador,Latin Ameria and Caribbean,-,-,-,-,-,-,-,-,1,0,,
